Date,Tweet,Replies,Retweets,Likes,HasMedia,Datetime,DayOfWeek,Hour,Engagement,Hashtags,Mentions,Links,WordCount,HasHashtags,HasMentions,HasLinks
Jul 15,"I have been accepted to School of Solana Season 7 by @AckeeBlockchain
ackee.xyz/school-of-solana",1,0,3,False,,,,4,[],['@AckeeBlockchain'],[],13,False,True,False
Jun 29,weather is quite nice nowadays😁,0,0,0,True,,,,0,[],[],[],5,False,False,False
